Station,Year,Season,L4_Chl-a,L4_Depth,L4_pH,L4_Sal,L4_DO,L4_COD,L4_DIP,L4_NO2-N,L4_NO3-N,L4_NH4-N,L4_DIN,L4_NO3/NO2,L4_NO3/NH4,L4_NO2/NH4,L4_Petro,L4_TN,L4_TP,L4_TN/TP,L4_Si,L4_SS,L4_COD_rate,L4_DIP_rate,L4_DIN_rate,L4_Petroleum_rate,L4_Max_rate,L4_N/P,L4_Si/N,L4_Si/P,L4_T,L4_Tr,L4_WindS,L4_WindD,L4_WaterC,L4_SeaC,L4_Weather
296677,2016,3,0.451,23.5,8.13,31.067,7.92,0.808,0.004,0.002,0.049,0.043,0.094,23.381,1.149,0.049,0.038,0.657,0.015,44.966,0.392,8.75,0.404,0.249,0.47,0.758,0.978,25.188,4.172,4.172,25,3.5,2,145,7,1,Sunny
296693,2016,3,0.974,29.5,8.1,31.015,7.635,0.94,0.005,0.001,0.047,0.037,0.086,32.699,1.28,0.039,0.034,0.707,0.018,38.953,0.399,15.5,0.47,0.326,0.428,0.676,1.065,17.504,4.656,4.656,24.45,3.5,1.5,145,7,1,Sunny
296745,2016,3,0.713,23,8.11,30.794,8.07,0.912,0.008,0.001,0.044,0.092,0.136,55.759,0.481,0.009,0.026,0.425,0.017,25.268,0.173,7,0.456,0.523,0.682,0.518,0.734,17.398,1.264,1.264,25.25,3.5,0.5,165,7,1,Sunny
296753,2016,3,0.66,24,8.06,30.792,7.84,0.86,0.005,0.002,0.047,0.08,0.129,30.779,0.593,0.019,0.021,0.54,0.013,42.857,0.263,13.75,0.43,0.307,0.644,0.414,0.97,27.948,2.037,2.037,25.75,3.5,2,165,7,1,Sunny
296757,2016,3,2.04,43,8.137,30.696,7.62,0.861,0.008,0.001,0.045,0.085,0.13,66.517,0.527,0.008,0.022,0.413,0.02,21.053,0.151,12.167,0.431,0.532,0.649,0.442,0.68,16.253,1.161,1.161,25.57,3.5,1.8,170,7,1,Sunny
296775,2016,3,1.238,24.5,8.135,30.857,7.82,0.932,0.007,0.006,0.047,0.095,0.148,7.45,0.49,0.066,0.042,0.48,0.016,30.476,0.224,13,0.466,0.493,0.74,0.832,0.832,19.994,1.514,1.514,25.3,3.5,1.8,165,7,1,Sunny
296807,2016,3,0.339,6.5,8.06,30.856,7.57,1.01,0.008,0.003,0.041,0.049,0.092,15.676,0.834,0.053,0.031,0.703,0.02,35.867,0.385,9.2,0.505,0.538,0.459,0.626,0.637,11.387,4.19,4.19,26.22,3,6,300,7,2,Sunny
296813,2016,3,1.495,24.5,8.12,30.868,7.91,0.953,0.008,0.002,0.042,0.048,0.091,24.063,0.871,0.036,0.026,0.38,0.021,18.402,0.403,9,0.477,0.559,0.457,0.514,1.038,10.911,4.408,4.408,25.53,4,6.5,320,7,2,Sunny
296817,2016,3,0.966,24,8.045,30.762,7.785,0.844,0.006,0,0.043,0.081,0.124,0,0.534,0,0.024,0.368,0.012,31.144,0.187,7.25,0.422,0.391,0.622,0.476,0.679,21.219,1.503,1.503,25.4,3.5,1.7,170,7,1,Sunny
296825,2016,3,1.198,24.5,8.13,30.8,7.94,0.868,0.009,0.001,0.043,0.086,0.13,36.54,0.506,0.014,0.034,0.503,0.009,55.525,0.143,15.5,0.434,0.618,0.65,0.676,0.676,14.035,1.096,1.096,25.3,3.5,1.7,165,7,1,Sunny
296829,2016,3,1.48,19,8.075,30.831,7.825,0.981,0.009,0.002,0.046,0.073,0.122,21.043,0.635,0.03,0.02,0.473,0.043,11.09,0.354,14,0.49,0.596,0.608,0.402,0.936,13.6,2.906,2.906,25.63,3.5,6.2,300,7,2,Sunny
296831,2016,3,1.875,20,8.11,30.9,7.73,0.994,0.009,0.002,0.044,0.081,0.127,21.034,0.538,0.026,0.026,0.394,0.043,9.163,0.358,14.4,0.497,0.617,0.636,0.514,0.93,13.742,2.815,2.815,25.59,3.5,6.4,300,7,2,Sunny
296869,2016,3,0.62,24,8.115,31.323,7.905,0.941,0.012,0.003,0.041,0.053,0.098,13.227,0.778,0.059,0.041,0.593,0.025,24.057,0.504,7,0.471,0.813,0.489,0.812,0.828,8.011,5.152,5.152,25.52,4,7.5,300,7,2,Sunny
296873,2016,3,0.742,27,8.133,30.93,7.74,0.878,0.012,0.004,0.045,0.058,0.107,11.67,0.761,0.065,0.024,0.756,0.039,19.245,0.363,12,0.439,0.813,0.534,0.472,0.813,8.752,3.4,3.4,25.42,3.5,6.8,300,7,2,Sunny
296881,2016,3,1.105,24.5,8.11,31.016,8.18,0.701,0.01,0.003,0.04,0.051,0.094,15.479,0.788,0.051,0.028,0.419,0.019,21.517,0.519,10.4,0.351,0.642,0.471,0.55,0.642,9.793,5.506,5.506,25.46,4,7.2,320,7,2,Sunny
296933,2016,3,0.668,28,8.133,30.911,8.227,0.777,0.013,0.004,0.043,0.063,0.11,10.224,0.675,0.066,0.036,0.802,0.041,19.633,0.457,12.667,0.389,0.84,0.549,0.718,0.84,8.717,4.164,4.164,25.43,4,7,310,7,2,Sunny
296967,2016,3,1.57,20,8.12,30.772,7.99,0.909,0.01,0.003,0.04,0.051,0.094,15.734,0.791,0.05,0.022,0.493,0.022,22.257,0.431,7.4,0.455,0.674,0.468,0.438,1.054,9.259,4.599,4.599,24.99,4,7.5,300,7,2,Sunny
296999,2016,3,1.265,24.4,8.125,30.748,8.195,0.548,0.006,0.002,0.057,0.08,0.139,32.288,0.71,0.022,0.023,0.58,0.02,28.831,0.326,14.25,0.274,0.382,0.697,0.456,0.697,24.344,2.336,2.336,24.9,4,2,170,7,1,Sunny
297011,2016,3,1.42,22.9,8.13,30.911,8,0.824,0.004,0,0.04,0.076,0.116,221.667,0.527,0.002,0.013,0.521,0.017,30.982,0.217,14.75,0.412,0.246,0.579,0.268,0.732,31.321,1.875,1.875,25,4,1.9,170,7,1,Sunny
297069,2016,3,1.045,22.3,8.16,30.863,8.1,0.76,0.006,0.001,0.044,0.059,0.104,72.459,0.753,0.01,0.02,0.668,0.049,13.759,0.095,16,0.38,0.412,0.518,0.398,0.782,16.763,0.913,0.913,25.05,4,1.7,170,7,1,Sunny
297119,2016,3,1.37,24.5,8.14,31.13,8.12,0.64,0.008,0,0.043,0.091,0.134,97.273,0.473,0.005,0.014,0.374,0.017,21.556,0.337,17,0.32,0.524,0.669,0.274,0.669,17.026,2.52,2.52,24.95,4.5,2.1,170,7,1,Sunny
297169,2016,3,1.445,22.3,8.195,30.9,8.17,0.804,0.006,0,0.043,0.063,0.106,152.857,0.684,0.004,0.018,0.63,0.023,27.37,0.126,11.25,0.402,0.429,0.528,0.352,0.764,16.41,1.188,1.188,25,4,1.7,170,7,1,Sunny
298639,2016,3,1.43,25.7,8.15,31.065,8.06,0.688,0.006,0,0.039,0.087,0.127,0,0.452,0,0.02,0.427,0.018,23.306,0.246,6,0.344,0.368,0.633,0.39,0.692,22.947,1.94,1.94,25.25,4,1.7,170,7,1,Sunny
298649,2016,3,1.6,24.3,8.145,30.815,8.13,0.792,0.006,0,0.042,0.079,0.122,88.947,0.536,0.006,0.019,0.471,0.035,13.52,0.2,8.75,0.396,0.426,0.608,0.37,0.73,19.018,1.642,1.642,25.1,4,1.7,175,7,1,Sunny
298695,2016,3,1.225,26.3,8.15,31.025,8.055,0.696,0.008,0,0.038,0.134,0.172,0,0.28,0,0.013,0.446,0.016,28.317,0.201,15,0.348,0.503,0.86,0.258,0.86,22.818,1.168,1.168,25.1,4.5,1.8,175,7,1,Sunny
298767,2016,3,1.23,33,8.065,30.993,8.03,0.688,0.007,0.001,0.055,0.075,0.131,39.245,0.728,0.019,0.021,0.503,0.023,21.943,0.299,12,0.344,0.466,0.654,0.41,0.858,18.718,2.285,2.285,25.25,4,2.1,170,7,1,Sunny
298867,2016,3,0.721,24.2,8.23,32.823,7.67,0.773,0.008,0.004,0.067,0.027,0.098,15.407,2.519,0.163,0.009,0.647,0.01,67.431,0.098,3.8,0.386,0.564,0.492,0.17,1.538,11.628,0.995,0.995,20.1,2.6,4.2,72,7,2,Cloudy
309437,2016,3,1.51,13,8.07,30.949,7.965,0.94,0.009,0.002,0.047,0.064,0.113,20.171,0.741,0.037,0.04,0.753,0.015,50.537,0.223,12.75,0.47,0.618,0.567,0.8,0.852,12.244,1.961,1.961,24.13,4,1.8,175,7,1,Sunny
309443,2016,3,1.42,24.3,8.16,30.89,8.08,0.864,0.008,0,0.045,0.049,0.094,216.19,0.936,0.004,0.025,0.396,0.02,20,0.148,11.5,0.432,0.537,0.471,0.494,0.819,11.676,1.573,1.573,25.25,4,1.8,175,7,1,Sunny
309501,2016,3,1.182,24,8.205,30.98,8.09,0.78,0.006,0.001,0.04,0.079,0.121,28.127,0.501,0.018,0.028,0.454,0.021,21.619,0.322,13.25,0.39,0.404,0.603,0.554,0.826,19.887,2.67,2.67,25.05,4.5,1.8,170,7,1,Sunny
309509,2016,3,0.741,1.4,8.29,32.856,5.84,0.681,0.007,0.003,0.075,0.03,0.108,22.029,2.497,0.113,0.006,0.616,0.008,75.214,0.1,2.9,0.341,0.456,0.542,0.125,1.635,15.833,0.923,0.923,27.5,1.2,1.6,32,9,1,Cloudy
309549,2016,3,0.405,8.7,8.21,32.115,6.52,0.887,0.004,0.004,0.184,0.014,0.202,44.337,12.867,0.29,0.017,0.697,0.009,79.657,0.155,2.3,0.444,0.24,1.025,0.34,1.025,56.236,0.766,0.766,23.6,1.5,2.1,165,8,1,Cloudy
309587,2016,3,0.956,9.2,8.23,32.206,7.24,0.713,0.014,0.008,0.103,0.02,0.131,13.57,5.15,0.38,0.012,0.938,0.017,54.535,0.169,3,0.357,0.92,0.653,0.246,0.92,9.463,1.294,1.294,23.4,1.6,1.7,192,8,1,Cloudy
309609,2016,3,1.38,13.8,8.3,32.368,7.84,0.666,0.01,0.006,0.121,0.017,0.144,19.641,6.905,0.352,0.01,0.811,0.012,68.397,0.112,4.15,0.333,0.642,0.72,0.2,1.017,14.97,0.777,0.777,23.5,1.4,2,183,8,1,Cloudy
309613,2016,3,1.11,8.2,8.25,32.204,6.4,0.471,0.006,0.005,0.097,0.016,0.117,20.188,6.082,0.301,0.026,0.907,0.007,139.324,0.111,1.2,0.236,0.425,0.587,0.516,1.07,18.4,0.946,0.946,23.8,1.1,1.7,171,8,1,Cloudy
309621,2016,3,0.666,17.8,8.24,32.818,7.405,0.705,0.006,0.004,0.074,0.027,0.106,19.464,2.712,0.139,0.004,0.594,0.008,75.095,0.101,4.6,0.353,0.371,0.529,0.082,1.215,18.981,0.953,0.953,20.2,2.2,3.9,54,7,1,Cloudy
309669,2016,3,1.96,23.2,8.27,32.465,7.925,0.547,0.006,0.004,0.091,0.015,0.109,25.125,6.212,0.247,0.016,0.859,0.008,112.443,0.128,2.7,0.273,0.425,0.545,0.312,0.545,17.084,1.171,1.171,22.4,1.8,2.5,202,7,2,Cloudy
310141,2016,3,1.74,8.8,8.23,32.514,6.29,0.863,0.005,0.004,0.193,0.04,0.237,45.305,4.801,0.106,0.017,0.674,0.016,42.125,0.312,3.8,0.432,0.333,1.375,0.34,1.375,47.587,1.314,1.314,22.1,1.6,4.9,262,8,1,Cloudy
310157,2016,3,0.648,6.8,8.24,32.535,6.13,0.76,0.008,0.005,0.137,0.101,0.243,25.184,1.356,0.054,0.005,0.562,0.013,42.576,0.124,1.7,0.38,0.548,1.434,0.106,1.434,29.616,0.509,0.509,24.2,1.6,3.1,260,8,1,Cloudy
310159,2016,3,0.474,9.5,8.21,32.606,6.52,0.535,0.009,0.004,0.204,0.049,0.257,49.157,4.146,0.084,0.008,0.419,0.01,40.288,0.195,1.8,0.268,0.61,1.574,0.169,1.574,28.126,0.758,0.758,21.5,1.5,4.4,254,8,1,Cloudy
310165,2016,3,0.958,9.4,8.24,32.404,6.45,0.594,0.005,0.004,0.083,0.015,0.102,22.992,5.461,0.238,0.011,0.676,0.007,103.84,0.116,2,0.297,0.302,0.509,0.212,1.9,22.475,1.139,1.139,23.8,1.7,1.6,176,7,1,Cloudy
310175,2016,3,0.648,8.1,8.26,32.606,6.07,0.76,0.008,0.005,0.137,0.101,0.243,25.184,1.356,0.054,0.007,0.562,0.013,42.576,0.124,2.3,0.38,0.548,1.434,0.138,1.434,29.616,0.509,0.509,24.1,1.5,3.2,223,8,1,Cloudy
310189,2016,3,0.85,7.4,8.24,32.243,6.55,0.471,0.008,0.004,0.062,0.047,0.112,17.23,1.335,0.077,0.016,0.36,0.008,43.956,0.175,3,0.236,0.517,0.562,0.32,1.263,14.486,1.557,1.557,23.1,1.3,1.3,183,8,1,Cloudy
310199,2016,3,0.577,18.8,8.24,32.66,6.915,0.642,0.005,0.003,0.059,0.026,0.087,22.325,2.293,0.103,0.007,0.526,0.006,88.319,0.092,1.25,0.321,0.333,0.437,0.141,1.615,17.524,1.046,1.046,21.3,1.2,4.9,279,8,1,Cloudy
310211,2016,3,0.885,9.6,8.23,32.718,6.18,0.784,0.002,0.002,0.162,0.023,0.187,66.667,7.2,0.108,0.007,0.457,0.007,70.2,0.06,1.1,0.392,0.117,0.935,0.138,1.04,106.21,0.323,0.323,23.9,1.7,3.4,225,8,1,Cloudy
310223,2016,3,1.088,21.4,8.255,32.175,7.625,0.523,0.007,0.004,0.174,0.016,0.194,44.903,10.708,0.238,0.006,0.81,0.009,92.571,0.156,1.3,0.262,0.44,0.971,0.124,1.134,29.391,0.804,0.804,23.2,1.3,1.9,170,8,1,Cloudy
310239,2016,3,0.59,28.5,8.213,32.819,7.13,0.429,0.003,0.002,0.052,0.026,0.08,27.774,1.951,0.07,0.013,0.495,0.004,121.405,0.07,0.8,0.215,0.168,0.399,0.252,1.1,31.647,0.874,0.874,23.2,3,4.1,238,7,1,Cloudy
310271,2016,3,0.423,20.4,8.2,32.656,7.21,0.462,0.003,0.003,0.078,0.029,0.11,30.789,2.664,0.087,0.004,0.459,0.005,89.726,0.075,1.4,0.231,0.225,0.549,0.07,1.688,32.559,0.678,0.678,23.3,2.5,5.1,216,7,2,Cloudy
310635,2016,3,3.84,6.1,8.19,30.813,5.69,1.02,0,0.002,0.045,0.003,0.05,25.281,15.957,0.631,0.016,0.356,0.003,113.376,0,1.8,0.51,0,0.248,0.322,0.54,,0,0,26.9,1.7,2,353,8,1,Cloudy
310643,2016,3,0.868,3.8,8.24,32.306,6.26,0.693,0.005,0.003,0.136,0.067,0.206,41.337,2.045,0.049,0.007,0.36,0.008,47.182,0.144,1.3,0.347,0.363,1.058,0.13,1.058,37.76,0.7,0.7,23.6,1.8,2.6,186,7,1,Cloudy
310653,2016,3,0.854,6.6,8.24,31.636,6.86,0.626,0,0.002,0.026,0.003,0.031,15.536,8.908,0.573,0.014,0.361,0.003,139.922,0,0.6,0.313,0,0.154,0.288,1.493,,0,0,26.9,1.7,2,12,8,1,Cloudy
310661,2016,3,0.702,7.3,8.22,31.914,6.38,0.974,0.005,0.003,0.099,0.051,0.154,29.088,1.924,0.066,0.011,0.39,0.006,65.546,0.15,1.1,0.487,0.333,0.769,0.224,1.865,30.802,0.976,0.976,22.5,1.6,2.8,175,7,1,Cloudy
310677,2016,3,1.09,8.2,8.21,30.912,5.92,0.59,0.001,0.002,0.067,0.004,0.073,27.449,17.978,0.655,0.009,0.325,0.002,160.891,0.06,5.1,0.295,0.055,0.364,0.188,1.293,87.548,0.829,0.829,26.6,1.5,2.2,338,8,1,Cloudy
310685,2016,3,0.546,4.9,8.19,32.413,6.51,0.329,0.009,0.003,0.154,0.061,0.218,45.294,2.537,0.056,0.016,0.361,0.009,38.734,0.325,1.8,0.165,0.579,1.181,0.322,1.181,25.098,1.49,1.49,22.4,1.4,1.2,178,8,1,Cloudy
310687,2016,3,1.92,6.5,8.08,31.008,8.02,1,0.009,0.004,0.063,0.084,0.151,15.255,0.743,0.049,0.03,0.898,0.027,33.015,0.441,10.8,0.5,0.616,0.756,0.592,0.996,16.365,2.916,2.916,23.66,0.5,3.5,300,11,3,Cloudy
310693,2016,3,2.89,7.7,8.22,31.714,6.78,0.59,0.001,0.002,0.187,0.004,0.194,76.955,41.741,0.542,0.018,0.368,0.001,252.055,0.042,5.8,0.295,0.055,0.97,0.356,1.81,233.065,0.217,0.217,25.3,1.9,2.1,284,8,1,Cloudy
310713,2016,3,3.16,9.2,8.24,31.523,6.85,0.626,0.001,0.002,0.187,0.004,0.194,76.955,41.741,0.542,0.019,0.368,0.001,252.055,0.042,6.7,0.313,0.055,0.97,0.384,1.173,233.065,0.217,0.217,24.4,1.8,2.3,279,8,1,Cloudy
310721,2016,3,0.958,8.5,8.25,32.236,6.35,0.519,0.007,0.003,0.081,0.038,0.122,24.559,2.121,0.086,0.006,0.462,0.008,60.55,0.111,3.2,0.26,0.456,0.611,0.124,0.808,17.864,0.908,0.908,22.9,1.4,1.7,193,8,1,Cloudy
310747,2016,3,1.211,16,8.13,31.042,8.26,0.788,0.009,0.004,0.052,0.067,0.123,13.445,0.779,0.058,0.016,0.856,0.022,39.424,0.468,17.6,0.394,0.587,0.614,0.31,0.832,13.957,3.81,3.81,23.45,0.5,3.5,320,11,3,Cloudy
310755,2016,3,1.09,9.6,8.23,31.905,7.26,0.606,0.001,0.002,0.067,0.004,0.073,27.449,17.978,0.655,0.011,0.325,0.002,160.891,0.06,5.2,0.303,0.055,0.364,0.22,1.663,87.548,0.829,0.829,23.8,1.9,2.7,42,8,1,Cloudy
310765,2016,3,0.81,6.6,8.27,32.106,6.64,0.444,0.008,0.004,0.062,0.047,0.112,17.23,1.335,0.077,0.016,0.36,0.009,38.627,0.175,2.8,0.222,0.517,0.562,0.326,1.29,14.486,1.557,1.557,23.6,1.1,1.5,196,8,1,Cloudy
310781,2016,3,0.977,9.4,8.31,32.174,6.41,0.539,0.006,0.003,0.09,0.021,0.114,27.325,4.385,0.16,0,0.35,0.007,49.505,0.117,3.9,0.27,0.425,0.568,0,1.133,17.82,1.029,1.029,22.6,1.5,2.7,176,8,1,Cloudy
310813,2016,3,1.225,13.5,8.205,32.019,7.39,0.592,0.002,0.003,0.121,0.005,0.128,43.739,26.571,0.607,0.008,0.374,0.004,93.852,0.072,1.6,0.296,0.163,0.639,0.161,0.774,52.138,0.561,0.561,23.7,2.2,2.9,349,8,1,Cloudy
310819,2016,3,0.926,12.1,8.25,32.234,6.535,0.349,0.008,0.004,0.106,0.045,0.154,29.238,2.333,0.08,0,0.345,0.008,40.673,0.117,3,0.174,0.502,0.772,0,1.523,20.492,0.758,0.758,22.5,1.7,2.9,185,7,1,Cloudy
310825,2016,3,0.747,11.5,8.27,32.023,6.62,0.585,0.007,0.004,0.089,0.038,0.131,20.639,2.357,0.114,0.006,0.383,0.008,46.703,0.203,2.95,0.292,0.486,0.654,0.112,1.69,17.938,1.548,1.548,22.6,1.2,1.9,193,8,1,Cloudy
310879,2016,3,0.876,14.6,8.28,32.307,6.57,0.357,0.008,0.004,0.106,0.045,0.154,29.238,2.333,0.08,0,0.344,0.009,39.292,0.117,2.45,0.178,0.502,0.772,0,1.268,20.492,0.758,0.758,22.4,1.7,2,186,7,1,Cloudy
316605,2016,3,1.82,2,7.86,30.588,5.06,1.574,0.004,0.012,0.272,0.065,0.349,23.448,4.191,0.179,0.016,0.687,0.009,80.824,0.539,15.773,0.787,0.28,2.485,0.313,2.485,82.976,1.547,1.547,28.3,0.3,1.7,150,16,3,Sunny
316619,2016,3,1.069,4.5,7.85,30.641,5.19,1.65,0.004,0.008,0.208,0.052,0.268,27.733,3.969,0.143,0.025,0.519,0.008,62.53,0.439,13.326,0.825,0.267,1.679,0.498,2.138,66.975,1.639,1.639,27.9,0.3,1.5,150,17,3,Sunny
316625,2016,3,1.662,2,7.9,30.698,4.86,1.597,0.002,0.013,0.167,0.047,0.226,12.946,3.591,0.277,0.013,0.445,0.005,90.816,0.555,20.095,0.798,0.153,1.264,0.269,1.307,98.435,2.451,2.451,28.2,0.5,1.3,150,17,3,Sunny
317727,2016,3,5.615,7.3,7.85,30.902,6.27,1.513,0.007,0.008,0.248,0.047,0.303,29.524,5.333,0.181,0.029,0.585,0.014,43.333,0.685,19.333,0.756,0.433,2.029,0.58,2.029,46.6,2.261,2.261,29,1,2.7,225,12,2,Sunny
317793,2016,3,0,4.8,7.76,30.898,6.25,1.429,0.004,0.006,0.22,0.035,0.261,35.484,6.322,0.178,0.028,0.516,0.008,64.5,0.645,0,0.714,0.253,1.61,0.564,1.61,68.684,2.471,2.471,29.4,0.6,2.7,225,16,1,Sunny
317807,2016,3,0.258,7.8,7.81,30.678,6.73,1.612,0.004,0.01,0.274,0.064,0.348,26.346,4.295,0.163,0.025,0.639,0.009,71,0.685,21.795,0.806,0.28,2.482,0.499,2.482,82.905,1.967,1.967,28.4,1,2.2,225,15,2,Sunny
317831,2016,3,0,5.3,8.87,30.714,6.68,1.673,0.003,0.013,0.125,0.045,0.183,10,2.753,0.275,0.021,0.654,0.006,116.786,0.409,0,0.837,0.173,0.915,0.425,1.313,70.346,2.236,2.236,28.8,1,2.8,225,14,2,Sunny
317855,2016,3,1.03,4,7.92,30.768,6.39,1.49,0.004,0.008,0.323,0.042,0.374,38.916,7.636,0.196,0.024,0.735,0.009,80.769,0.689,15.744,0.745,0.287,2.736,0.474,2.736,86.884,1.844,1.844,29.1,0.5,3.3,225,14,1,Sunny
317909,2016,3,0.657,6,8.04,31.634,8.13,1.28,0.011,0.005,0.065,0.042,0.113,12.066,1.568,0.13,0.021,0.177,0.048,3.703,0.536,18,0.64,0.74,0.563,0.412,0.967,10.137,4.764,4.764,27,0.5,2,207,13,2,Sunny
317915,2016,3,0.803,4.5,8.09,31.646,9.37,1.38,0.012,0.009,0.102,0.037,0.148,11.778,2.749,0.233,0.022,0.23,0.039,5.913,0.286,26.5,0.69,0.827,0.739,0.434,0.875,11.916,1.936,1.936,27.1,0.5,1.5,251,12,2,Sunny
317969,2016,3,0.686,7.5,8.08,31.212,8.92,1.23,0.008,0.007,0.094,0.03,0.132,12.886,3.109,0.241,0.021,0.202,0.042,4.833,0.378,13.5,0.615,0.562,0.659,0.416,0.82,15.636,2.868,2.868,26.9,0.5,1.5,236,13,2,Sunny
317975,2016,3,0.634,5,8.07,31.559,8.78,1.19,0.01,0.009,0.082,0.04,0.131,8.606,2.038,0.237,0.021,0.185,0.044,4.195,0.444,15.2,0.595,0.651,0.655,0.418,0.729,13.405,3.39,3.39,27.2,1.2,2.7,236,13,2,Sunny
317985,2016,3,0.747,5,8.14,31.886,9.26,1.47,0.011,0.017,0.104,0.022,0.143,6.19,4.685,0.757,0.03,0.148,0.051,2.919,0.746,17.3,0.735,0.74,0.715,0.59,0.82,12.883,5.217,5.217,27.2,1,1.7,236,12,2,Sunny
318015,2016,3,0.65,6,8.11,31.716,9.43,1.43,0.01,0.009,0.075,0.033,0.118,8.318,2.264,0.272,0.021,0.146,0.046,3.153,0.628,24.6,0.715,0.651,0.589,0.41,0.74,12.054,5.333,5.333,27.1,0.6,3.5,203,11,2,Sunny
318037,2016,3,1.082,6,7.8,30.751,4.64,1.727,0.006,0.006,0.191,0.081,0.279,29.844,2.352,0.079,0.025,0.553,0.012,47.672,0.403,18.244,0.863,0.373,1.786,0.507,1.84,49.75,1.447,1.447,27.3,0.5,1.4,150,16,3,Sunny
318063,2016,3,2.267,2.8,7.95,30.854,4.73,1.566,0.002,0.008,0.166,0.04,0.213,22.133,4.203,0.19,0.018,0.41,0.005,78.846,0.312,13.261,0.783,0.16,1.13,0.356,1.737,88.75,1.465,1.465,27.8,0.5,1.6,150,16,3,Sunny
318077,2016,3,2.61,3.6,7.82,30.598,5.02,1.635,0.003,0.012,0.123,0.056,0.191,10.424,2.185,0.21,0.012,0.378,0.007,53.239,0.536,21.178,0.818,0.22,0.956,0.248,2.324,57.909,2.805,2.805,27.3,0.5,1.5,150,16,3,Sunny
318085,2016,3,2.954,1.5,7.74,30.689,4.13,1.75,0.003,0.014,0.289,0.028,0.331,20.352,10.471,0.514,0.028,0.653,0.006,107.049,0.423,17.955,0.875,0.187,2.308,0.558,2.308,118.143,1.279,1.279,28,0.2,1.8,150,16,3,Sunny
318091,2016,3,2.975,12,7.72,30.796,5.68,1.773,0.003,0.008,0.156,0.034,0.198,19.317,4.574,0.237,0.025,0.384,0.006,61.935,0.376,18.884,0.886,0.187,0.988,0.493,1.643,70.554,1.901,1.901,27.35,2,1.1,15,8,2,Sunny
318105,2016,3,0,3.7,7.78,30.95,6.44,1.75,0.003,0.01,0.366,0.049,0.426,36.238,7.409,0.204,0.032,0.758,0.006,135.357,0.455,0,0.875,0.173,3.255,0.647,3.255,163.654,1.069,1.069,28.3,0.2,1.9,150,17,3,Sunny
318119,2016,3,0,2.5,7.98,30.967,6.96,1.368,0.004,0.014,0.196,0.043,0.252,14.412,4.612,0.32,0.031,0.485,0.009,53.889,0.637,0,0.684,0.28,1.521,0.63,1.521,60.024,2.527,2.527,30.7,0.8,3.5,135,7,3,Sunny
318137,2016,3,2.507,4,8.02,30.653,6.51,1.245,0.004,0.011,0.294,0.032,0.337,27.736,9.159,0.33,0.034,0.669,0.008,89.2,0.382,16.911,0.623,0.233,2.367,0.687,2.367,96.2,1.135,1.135,27.5,1,3.5,135,7,3,Sunny
318151,2016,3,1.082,15,7.965,30.983,7.19,1.494,0.005,0.014,0.337,0.07,0.422,23.566,4.787,0.203,0.016,0.803,0.01,84.084,0.412,13.429,0.747,0.303,3.217,0.318,3.217,92.681,0.977,0.977,26.45,1,0.8,15,7,2,Sunny
318175,2016,3,0,2,7.91,30.944,8,1.643,0.005,0.006,0.304,0.08,0.39,47.5,3.824,0.081,0.037,0.726,0.01,71.176,0.568,0,0.821,0.313,2.899,0.749,2.899,82.957,1.457,1.457,27.9,1.2,3.5,135,7,3,Sunny
318211,2016,3,3.615,16.4,7.955,30.701,6.74,1.566,0.004,0.007,0.188,0.036,0.231,27.246,5.273,0.194,0.019,0.454,0.009,51.829,0.44,24.019,0.783,0.28,1.306,0.388,1.973,54.893,1.908,1.908,27.15,4,1,15,6,2,Sunny
318217,2016,3,0,8,7.68,31.183,6.76,1.459,0.005,0.01,0.186,0.078,0.275,17.885,2.372,0.133,0.02,0.474,0.01,46.471,0.551,0,0.73,0.313,1.748,0.397,1.797,58.468,2.005,2.005,27.9,1.7,1,15,7,2,Sunny
318243,2016,3,0.687,7.8,7.8,30.857,6.73,1.627,0.003,0.008,0.175,0.042,0.225,21.341,4.147,0.194,0.033,0.443,0.007,65.147,0.684,14.5,0.814,0.213,1.254,0.66,1.593,70.438,3.035,3.035,28.1,1,2.8,225,12,2,Sunny
318251,2016,3,3.537,15,7.955,30.737,6.395,1.452,0.003,0.008,0.156,0.05,0.214,19.747,3.095,0.157,0.021,0.42,0.006,71.102,0.332,23.341,0.726,0.187,1.143,0.42,2.102,76.536,1.547,1.547,27.2,4.5,0.9,15,4,2,Sunny
318257,2016,3,2.404,10.2,7.735,31.023,7.01,1.685,0.005,0.01,0.269,0.033,0.313,26.373,8.042,0.305,0.023,0.613,0.01,59.179,0.559,17.523,0.842,0.323,2.127,0.461,2.127,64.464,1.788,1.788,27.95,1.5,0.9,15,7,2,Sunny
318299,2016,3,0,8,7.6,30.97,7.09,1.819,0.004,0.008,0.269,0.025,0.302,32.41,10.98,0.339,0.025,0.592,0.008,72.195,0.562,0,0.909,0.253,2.018,0.504,2.098,79.421,1.862,1.862,27.1,1.5,2.5,225,13,2,Cloudy
318311,2016,3,3.419,15,7.935,30.601,6.08,1.593,0.003,0.011,0.146,0.069,0.225,13.167,2.123,0.161,0.021,0.438,0.007,66.364,0.292,18.606,0.797,0.21,1.251,0.417,1.7,71.46,1.295,1.295,27.3,4,1,15,4,2,Sunny
